code,name,academic_units
RE1017,INTRODUCTION TO ENGINEERING MECHANICS,3
RE1018,"INTRODUCTORY THERMAL SCIENCES, ELECTRICITY & MAGNETISM",3
RE1101,FUNDAMENTALS OF MANAGEMENT,3
RE1201,ACCOUNTING FOR MANAGERIAL DECISIONS,3
RE1202,FOUNDATIONS OF ENGINEERING LEADERSHIP,1
RE1401,FINANCIAL MANAGEMENT,3
RE1402,STRATEGIC MARKETING,3
RE2011,RENAISSANCE DESIGN I,4
RE2012,RENAISSANCE DESIGN II,3
RE6005,DIGITAL TRANSFORMATION,3
RE6012,THE LAW OF OBLIGATIONS & INTELLECTUAL PROPERTY,3
RE6013,GENERATIVE AI & WEB3 DECENTRALISED APPLICATIONS,3
RE6015,"ENTREPRENEURSHIP, STRATEGY & INNOVATION: REAL WORLD APPLCNS",6
RE6016,SYSTEM THINKING & HOLISTIC DECISION MAKING,3
RE6017,ETHICS & GOVERNANCE ISSUES IN TECHNOLOGY MANAGEMENT,3
RE6018,OPERATIONS & SUPPLY CHAINS,3
RE6019,ADVANCED TOPICS IN ENGINEERING LEADERSHIP,3
SC1003,INTRODUCTION TO COMPUTATIONAL THINKING & PROGRAMMING,3
SC1004,LINEAR ALGEBRA FOR COMPUTING,4
SC1005,DIGITAL LOGIC,3
SC1006,COMPUTER ORGANISATION & ARCHITECTURE,3
SC1007,DATA STRUCTURES & ALGORITHMS,3
SC1008,C & C++ PROGRAMMING,3
SC1013,PHYSICS FOR COMPUTING,2
SC1015,INTRODUCTION TO DATA SCIENCE & ARTIFICIAL INTELLIGENCE,3
SC1080,DECODE THE INDUSTRY: INSIGHTS & SKILLS FOR CAREER SUCCESS,1
SC1123,MATH 1: LINEAR ALGEBRA & CALCULUS FOR COMPUTING,2
SC1124,MATH 2: DISCRETE STRUCTURES FOR COMPUTING,2
SC1301,WRITING ACROSS THE DISCIPLINES,3
SC1302,ETHICS,3
SC1303,PROGRAMMING WITH DATA STRUCTURES & ALGORITHMS,4
SC1304,ARTIFICIAL INTELLIGENCE FOR SOCIAL GOOD,3
SC1305,LINEAR ALGEBRA,3
SC1315,ARTIFICIAL INTELLIGENCE,3
SC2000,PROBABILITY & STATISTICS FOR COMPUTING,3
SC2001,ALGORITHM DESIGN & ANALYSIS,3
SC2002,OBJECT ORIENTED DESIGN & PROGRAMMING,3
SC2005,OPERATING SYSTEMS,3
SC2006,SOFTWARE ENGINEERING,3
SC2008,COMPUTER NETWORK,3
SC2079,MULTIDISCIPLINARY DESIGN PROJECT,4
SC2103,DIGITAL SYSTEMS DESIGN,3
SC2104,"SENSORS, INTERFACING & DIGITAL CONTROL",3
SC2107,MICROPROCESSOR SYSTEM DESIGN & DEVELOPMENT,3
SC2203,"AUTOMATA, COMPUTABILITY & COMPLEXITY",3
SC2207,INTRODUCTION TO DATABASES,3
SC2300,MACHINE LEARNING,3
SC2301,ALGORITHM DESIGN & ANALYSIS,3
SC2302,OBJECT ORIENTED DESIGN & PROGRAMMING,3
SC2304,ETHICAL ARTIFICIAL INTELLIGENCE,3
SC2306,AI FOR SOCIETY,3
SC2320,DATA ANALYTICS & MINING,3
SC2500,PROBABILITY & STATISTICS,4
SC3000,ARTIFICIAL INTELLIGENCE,3
SC3010,COMPUTER SECURITY,3
SC3020,DATABASE SYSTEM PRINCIPLES,3
SC3021,DATA SCIENCE FUNDAMENTALS,3
SC3030,ADVANCED COMPUTER NETWORKS,3
SC3040,ADVANCED SOFTWARE ENGINEERING,3
SC3050,ADVANCED COMPUTER ARCHITECTURE,3
SC3060,COMPUTER GRAPHICS & VISUALISATION,3
SC3061,HUMAN COMPUTER INTERACTION,3
SC3099,CAPSTONE PROJECT,4
SC3102,"SIGNALS, SYSTEMS & TRANSFORMS",3
SC3103,EMBEDDED PROGRAMMING,3
SC3270,REASONING ABOUT PROGRAMS,3
SC4000,MACHINE LEARNING,3
SC4001,NEURAL NETWORK & DEEP LEARNING,3
SC4002,NATURAL LANGUAGE PROCESSING,3
SC4003,INTELLIGENT AGENTS,3
SC4010,APPLIED CRYPTOGRAPHY,3
SC4011,SECURITY MANAGEMENT,3
SC4012,SOFTWARE SECURITY,3
SC4013,APPLICATION SECURITY,3
SC4014,CONCEPTS & TECHNIQUES FOR MALWARE ANALYSIS,3
SC4015,CYBER PHYSICAL SYSTEM SECURITY,3
SC4016,CYBER THREAT INTELLIGENCE,3
SC4020,DATA ANALYTICS & MINING,3
SC4021,INFORMATION RETRIEVAL,3
SC4022,NETWORK SCIENCE,3
SC4023,BIG DATA MANAGEMENT,3
SC4024,DATA VISUALISATION,3
SC4030,WIRELESS & MOBILE NETWORKS,3
SC4031,INTERNET OF THINGS: COMMUNICATIONS & NETWORKING,3
SC4040,ADVANCED TOPICS IN ALGORITHMS,3
SC4050,PARALLEL COMPUTING,3
SC4051,DISTRIBUTED SYSTEMS,3
SC4052,CLOUD COMPUTING,3
SC4053,BLOCKCHAIN TECHNOLOGY,3
SC4054,SIMULATION  &  MODELLING,3
SC4060,VIRTUAL & AUGMENTED REALITY,3
SC4061,COMPUTER VISION,3
SC4062,GENERATIVE ARTIFICIAL INTELLIGENCE - ADVANCED TOPICS,3
SC4063,NETWORK SECURITY,3
SC4064,GPU PROGRAMMING,3
SC4090,APPLICATIONS OF DATA SCIENCE & AI IN ACCOUNTING,3
SC4172,INTERNET OF THINGS: TINY MACHINE LEARNING,3
SC4242,COMPILER TECHNIQUES,3
SC5001,INTRODUCTION TO COMPUTATIONAL THINKING & PROGRAMMING,3
SC5002,ARTIFICIAL INTELLIGENCE FUNDAMENTALS & APPLICATIONS,3
SC5005,"NATURAL LANGUAGE PROCESSING, LLMS, & APPLICATIONS",3
SC5008,DECODE THE INDUSTRY: INSIGHTS & SKILLS FOR CAREER SUCCESS,1
SC5010,INTRODUCTION TO DATA ANALYSIS,3
SC5401,MASTER CLASS 1 (TURING ON COMPUTABILITY & INTELLIGENCE),3
SC5404,INTRODUCTION TO PROGRAM SYNTHESIS,2
SP0001,WRITING & REASONING,3
SP0002,ETHICS SEMINAR,3
SP0007,FIELDWORK & DOCUMENTATION: TOPICS IN SUSTAINABILITY,3
SP0008,LIVING WELL,2
SP0024,POLITICAL EARTH,3
SP0026,SUPERHEROES & SUPERVILLAINS,3
SP0048,GLOBAL HISTORY THROUGH MASTERPIECES,3
SP0049,WATCHING MOVIES IN THE DIGITAL AGE,3
SP0050,DEEP HAPPINESS,3
SP0051,ASTRONOMY,3
SP0052,"MAKE PEACE, NOT WAR",3
SP0061,SCIENCE & TECHNOLOGY FOR HUMANITY,3
SP0069,INVISIBLE HEALTH COMMUNITIES,3
SP0070,THE CREATIVE CONUNDRUM: TO CONNECTING OR DISCONNECT,3
SP0075,BRANDING AS CULTURE: HOW BRANDS SHAPE OUR WORLD,3
SP0076,CULTURAL STUDIES: A COOL DIVE INTO THE HOT TOPICS OF CULTURE,3
SP0086,MONSTERS & TRAUMA - EXPLORING ASIAN HORROR ACROSS MEDIA,3
SS5003,INTRODUCTION TO PILATES MATWORK & HATHA YOGA,3
SS5101,BADMINTON,3
SS5102,TENNIS,3
SS5103,SQUASH,3
SS5104,BASKETBALL,3
SS5105,VOLLEYBALL,3
SS5106,NETBALL,3
SS5107,TABLE TENNIS,3
SS5202,SOCCER,3
SS5203,HOCKEY,3
SS5204,FLOORBALL,3
SS5205,RUGBY,3
SS5206,TCHOUKBALL,3
SS5303,INTRODUCTION TO HIP-HOP & ITS DANCES,3
SS5305,INTRODUCTION TO DANCES OF AMERICAN ORIGIN,3
SS5601,HUMAN ANATOMY & PHYSIOLOGY,3
SS5605,PSYCHOSOCIAL ASPECTS OF SPORT & EXERCISE,3
SS5606,FOUNDATIONS OF MOTOR BEHAVIOUR,3
SS5607,INTRODUCTION TO SPORT BIOMECHANICS,3
SS5608,SPORT COACHING: FOUNDATIONS OF COACHING,3
SS5611,PHYSICAL ACTIVITY IN LIFE COURSE WELLNESS,3
SS5612,FOUNDATIONS OF MOTOR BEHAVIOUR & LEARNING,3
SU2001,URBAN PLANNING & DESIGN,3
SU3001,INTEGRATED URBAN MANAGEMENT,3
SU4001,LEADERS IN URBAN SYSTEMS & POLICY,3
